#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.10.0', start_date='2020-05-06T02:05:54', checksum=1041920075, kind='mean', investigation_time=50.0, imt='PGA'"
lon,lat,depth,poe-0.0100000,poe-0.0200000,poe-0.0400000,poe-0.0600000,poe-0.0800000,poe-0.1000000,poe-0.2000000,poe-0.3000000,poe-0.4000000,poe-0.5000000,poe-0.6000000,poe-0.7000000,poe-0.8000000,poe-0.9000000,poe-1.0000000,poe-1.2000000,poe-1.4000000,poe-1.6000000,poe-1.8000000,poe-2.0000000,poe-2.2000000,poe-2.4000000,poe-2.6000000,poe-2.8000000,poe-3.0000000,poe-3.5000000,poe-4.0000000,poe-4.5000000,poe-5.0000000
174.77699,-41.28900,0.00000,3.346898E-02,3.343866E-02,3.279499E-02,3.130368E-02,2.923320E-02,2.688598E-02,1.606334E-02,9.326564E-03,5.533789E-03,3.379844E-03,2.121240E-03,1.362689E-03,8.919845E-04,5.920752E-04,3.964070E-04,1.774468E-04,7.330630E-05,2.663615E-05,1.099741E-05,5.031886E-06,2.237515E-06,9.073063E-07,2.822982E-07,3.240542E-08,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
