name,lon,lat,0.01,0.02,0.04,0.06,0.08,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.2,1.4,1.6,1.8,2.0,2.2,2.4,2.6,2.8,3.0,3.5,4.0,4.5,5.0
WLG,174.77700,-41.28900,2.36593073e-04,2.36593073e-04,2.36593073e-04,2.36593073e-04,2.36593073e-04,2.36593073e-04,5.98626517e-05,1.72123826e-05,4.69381903e-06,4.42900102e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
